title,img,content,region,price,link
삼천리 여성용 자전거 팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202010/B8F41F7A31D1BACD5E3AB3D91CAE1E9E5A4C42C4501902FF28BAAFB12221F879.jpg?q=82&s=300x300&t=crop,시마노 7단이고 새것이나 다름없습니다,전남 해남군 문내면,"120,000원",https://www.daangn.com/articles/137751287
자전거 팔아요,https://dnvefa72aowie.cloudfront.net/origin/article/202010/a994a77d41959b0160ace771f07cb7ae0de3ae5fc2842794c409e03c116f93be.webp?q=82&s=300x300&t=crop,"아버님께서 밭에 가실때 타실라고 구매해드린건데 몸이 아프셔서 못타세요.

삼천리자전거에서 28만원(현금)주고 산건데 몇번 못타보고 그대로 있어요.

상태 좋아요. 마실 나갈때 타기에 좋고 뒤에 짐도 실고 앞뒤 라이트가 있어서 야간에도 안전해요.",전남 해남군 현산면,"100,000원",https://www.daangn.com/articles/135617725
스포츠/레저,https://dnvefa72aowie.cloudfront.net/hoian/category/thumbnails/v2/img_thumb_sports.png,"아이들이 타던 자전거입니다
기어변속과 브레이크 케이블등 조금 수리하시면
사용하실 수 있습니다
구동하는데는 이상 없습니다
총 2대 입니다

예약하고 연락이 안되어 예약 받지 않고 필요 하신 분 그냥 가져 가세요

완료 되었습니다",전남 해남군 황산면,나눔,https://www.daangn.com/articles/132683908
자전거팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202009/73503211f327d4aef4bdd343cad62acb689998d5ab9630c951069f15317e63dc.webp?q=82&s=300x300&t=crop,자전거팝니다 주소찍어주시면가져다 드릴께요,전남 해남군 해남읍,"80,000원",https://www.daangn.com/articles/130571917
자전거팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202009/0e642222ac352e93172fb86280e88115d04ae69a66bd98124b7a9bc27bc482e1.webp?q=82&s=300x300&t=crop,자전거팝니다 직접 가져다드릴께요,전남 해남군 해남읍,"80,000원",https://www.daangn.com/articles/130570358
자전거팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202009/6e791e4b701a0f80ecbc280fcd60a3855b8e9e339b92655df9024c54e7529624.webp?q=82&s=300x300&t=crop,접이식자전거팝니다.잘됩고'가져다드릴께요.,전남 해남군 해남읍,"80,000원",https://www.daangn.com/articles/130378747
자전거팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202009/5dd131898856a9664312641dad7d89ac4d23ee6a24441c584f6ecad51ebc9b3a.webp?q=82&s=300x300&t=crop,자전거팝니다 가져다 드릴께요,전남 해남군 해남읍,"90,000원",https://www.daangn.com/articles/129456458
실내자전거사실분,https://dnvefa72aowie.cloudfront.net/origin/article/202009/bce368973c47fd5655bbf8f55559291d7a3fbcd10ce1c83beb5b017b3b48f33c.webp?q=82&s=300x300&t=crop,채팅으로 주세요,전남 해남군 해남읍,"40,000원",https://www.daangn.com/articles/128285453
자전거헬맷 2종  모두 가져가세요~,https://dnvefa72aowie.cloudfront.net/origin/article/202009/bc0ea44b8827397a1fae63de26ea504aad60aeded62926f0ddd7cfdb74be263a.webp?q=82&s=300x300&t=crop,"안전보호장구인 자전거나 인라인탈때 쓰는 헬멧 2종과 발가락양말4쌍까지 모두 드려요. 
저희 아이들이 썼던건데 이제 자전거탈일없어서 모셔두고 있던거네요.

중고품이란거 감안하시고 구매하시길 바래요.
사이즈는 M라 되어 있지만 대부분의 아이들은 두상에 맞을거에요.  저두 사이즈는 맞네요. 
발가락양말^^ 덤으로 드립니다. 양말은 한번 신어봤어요.",전남 해남군 해남읍,"10,000원",https://www.daangn.com/articles/126763682
자전거팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202009/bf27188ca6125f78822667afe4e7d1d714124c298fbe4f41aaea6bff6799c38c.webp?q=82&s=300x300&t=crop,"바람이없네요 (바퀴는 안터진것같아요) 가지러오시면됩니다
140 170여성이 타는자전거에요 잠금장치도드릴게요",전남 해남군 해남읍,"30,000원",https://www.daangn.com/articles/125539300
유아 장난감2,https://dnvefa72aowie.cloudfront.net/origin/article/202009/4D0C768981BE70CD450008A6DA9E1FC76015D2424310C3699F3C3C9771165A55.jpg?q=82&s=300x300&t=crop,"치코 3in1 보행기 (보행기,워커,자전거)
러닝테이블은 그냥 드려요 (가끔 렉걸리는 이상있어요^^)",전남 해남군 해남읍,"50,000원",https://www.daangn.com/articles/128657073
접이식자전거팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202009/183db135bd826d6581bd6853eb8c6a883cc49b8b5f5b8d5bca933177c47df7d4.webp?q=82&s=300x300&t=crop,접이식자전거팝니다 상태굿 입니다수리완료.,전남 해남군 해남읍,"80,000원",https://www.daangn.com/articles/121977317
자전거헬멧,https://dnvefa72aowie.cloudfront.net/origin/article/202009/970dd93e38eab2820a9ae2ab3e4b007da21eb5ba355c61c58b88fc2a4d979073.webp?q=82&s=300x300&t=crop,"자전거헬멧
구입한지는 조금 되었지만  한번도 사용하지않은
새 상품입니다
자전거탈때 아이들 안전모로 좋을것같아요",전남 해남군 해남읍,"10,000원",https://www.daangn.com/articles/123344020
자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202009/084d3ecd51205bf56df845f18e7568df1afbe3b5cd1a96576704d678276d9a28.webp?q=82&s=300x300&t=crop,자전거2대 각5만2만원 판매합니다,전남 해남군 해남읍,"70,000원",https://www.daangn.com/articles/122806191
픽시자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202008/4c77d280b8317bfebae727005210ac34b09b38d24f8b806217965ca48cb2d4af.webp?q=82&s=300x300&t=crop,자전거 팔아요,전남 해남군 해남읍,"40,000원",https://www.daangn.com/articles/109558290
청소년 도서 4권,https://dnvefa72aowie.cloudfront.net/origin/article/202008/2DB46CF9B1F804F2CD348CDE784597F8E1FFD1DB95EE372B1705265FAC8F5D69.jpg?q=82&s=300x300&t=crop,"소나기 
위저드 베이커리 
자전거 도둑
샬롯의 거미줄 
4권 모두 
책상태는 깨끗한 편입니다",전남 해남군 산이면,"5,000원",https://www.daangn.com/articles/114445329
엑사이더 exo360 실내자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202007/c57cad96f24a424a63b62884164f3bdd4619250f8eff2c49e792df8d6a580c17.webp?q=82&s=300x300&t=crop,"출산하고 무리없이 잘이용했어요~
엉덩이 의자없는거에요
엑사이더ex360 쳐보시면 자세히나와요ㅎ",전남 해남군 삼산면,"43,000원",https://www.daangn.com/articles/107894195
실내용 스피닝,https://dnvefa72aowie.cloudfront.net/origin/article/202008/b6856a83db46bedd2000a866ad46342882c2777e16f2ad2d78f301436a46a5a3.webp?q=82&s=300x300&t=crop,"의자 없는 스피닝 자전거 판매 합니다~
접을 수 있구요~ 의자가 없고 발판은 실내화 신어야하는 부분 있습니다
단계별로 운동 가능~
가지러 오셔야 해요~

환불교환 없음",전남 해남군 해남읍,"15,000원",https://www.daangn.com/articles/110070200
새자전거팝니다,https://dnvefa72aowie.cloudfront.net/origin/article/202007/e58123dc57b75e01e1f625bcb956cce66a203d38105a15bdd89f3c08aee50369.webp?q=82&s=300x300&t=crop,자전거 필요한분만 연락주세요~^^,전남 해남군 해남읍,"80,000원",https://www.daangn.com/articles/104220880
자전거 헬멧 팔아요,https://dnvefa72aowie.cloudfront.net/origin/article/202007/d4aa0a7673e2c9b222deb6b32ce95611b220d5608a9a8206afc9ee8cd98ded36.webp?q=82&s=300x300&t=crop,"전회중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~

01074462271",전남 해남군 옥천면,"10,000원",https://www.daangn.com/articles/101673374
삼천리 어린이자전거.(아팔로치아),https://dnvefa72aowie.cloudfront.net/origin/article/202006/4ede4c477be7df6ab41f46877c54a0d23032ffb685bba98f0e212836686d07d2.webp?q=82&s=300x300&t=crop,"후레임이 알루미늄이라서 녹이 나지않고,가벼워요. 구입할때는 매장에서 최고 좋은거 샀어요.",전남 해남군 해남읍,"40,000원",https://www.daangn.com/articles/98466325
실내자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202006/555c34b8d5b85041feae551c624ce7e6a59a8dff2cfc2f364f7ac6396c314e7f.webp?q=82&s=300x300&t=crop,"구입해서 별사용하지 않아 
내놓습니다
총사용 시간은 48시간정도
일가 싶네요 ㅎ",전남 해남군 마산면,"30,000원",https://www.daangn.com/articles/97100478
미토 캐리어,https://dnvefa72aowie.cloudfront.net/origin/article/202006/f21247b83596d307107d16a8bd9d18edd42acef0fdd30a7e8cf80ebd2e08c038.webp?q=82&s=300x300&t=crop,"차량용 자전거 거치대 
구입후 사용하지 않았습니다

오셔서 가지고가실분만",전남 해남군 해남읍,"45,000원",https://www.daangn.com/articles/98388830
삼천리 26인치라빈,https://dnvefa72aowie.cloudfront.net/origin/article/202006/1f439edb624b7a8c619bcdb628d6176590891a76fb807425373942b4b1db6635.webp?q=82&s=300x300&t=crop,"자전거 뒷브레이크고장났습니다. 청소해서드립니다.
해남에서만 직거래합니다.
자전거상태:양호
자전거1년반쯤사용
자세한문의는010-5621-7530해주세요",전남 해남군 해남읍,"35,000원",https://www.daangn.com/articles/96222472
MTB자전거 판매합니다.,https://dnvefa72aowie.cloudfront.net/origin/article/202005/d03afd7a8a223e5c7e18942f5ab597a02eab90ea03300b41e30f9cac71c1f371.webp?q=82&s=300x300&t=crop,"살때 250정도에 산거같네요.
헬멧은 같이 드릴께요.
안탄지가 좀 되서 타이어는 손좀 보셔야 될꺼 같네요.
거래후 환불안됩니다.",전남 해남군 해남읍,"300,000원",https://www.daangn.com/articles/84027547
자전거 저렴하게 가져가세요.,https://dnvefa72aowie.cloudfront.net/origin/article/202005/78c600dadda468e27c6edcc09cb0052077e9e09db4ad3a5c575a9905b5bcd15c.webp?q=82&s=300x300&t=crop,"새자전거나 다름없습니다.
타는 사람이 없어 운행한번 제대로 안해보고 처분합니다.
구입후 환불 안됩니다.",전남 해남군 해남읍,"50,000원",https://www.daangn.com/articles/84025569
성인 세발 자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202004/c49c0edffeea6d67d8bdeae46ce08df3ac93a7a7f5fbd660e981eb1a67faf61d.webp?q=82&s=300x300&t=crop,"타실줄 알고 샀는데 못타셔서 먼지만 쌓였네요
필요하신분 연락주세요
중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~",전남 해남군 황산면,"100,000원",https://www.daangn.com/articles/75870462
"실내"" 바이크(자전거",https://dnvefa72aowie.cloudfront.net/origin/article/202004/b838baf1ca3242941eacdbd3561f3172d56b2b71dba9ad67336c2fd5ca24a1c6.webp?q=82&s=300x300&t=crop,"*실내에서 타는 자전거에요
*안장 두개구요.
*안장하나는 새거 입니다.
*갈아끼워서 쓰심 돼요""
접으면 공간차지 좋아요.
 *힘)근력에 따라  줄이고 늘려서
내게 맞는 싸이클 조절이 됩니다.
 이사짐 많아 내놓음요.^^
반품 .안되요""~^^
가지러 오셔야돼요
오시는길ㅡ
계곡면 장산길 39ㅡ27",전남 해남군 계곡면,"23,000원",https://www.daangn.com/articles/75463457
자전거,https://dnvefa72aowie.cloudfront.net/origin/article/202003/cdd6753799bc7cf952e67a8cdcb41a5e2dcfe5548a4225d7897a2ca55427fd5c.webp?q=82&s=300x300&t=crop,체인은 괜찮고 바뀌는 펑크 났는데 펑크는 떼어야 해요. 가지러 오셔야 해요 상태 좋아요,전남 해남군 문내면,"28,000원",https://www.daangn.com/articles/69560450
삼천리 stinger 100d 자전거 판매합니다,https://dnvefa72aowie.cloudfront.net/origin/article/202004/41f8fb2139d70fef617d263942f2a00dac268f7d2eaeba2fe011089f0451fd3d.webp?q=82&s=300x300&t=crop,"삼천리 stinger 100d 자전거 판매합니다
문의는 채팅주세요",전남 해남군 해남읍,"100,000원",https://www.daangn.com/articles/72670624
실내자전거 내놓습니다,https://dnvefa72aowie.cloudfront.net/origin/article/202003/aaaa1ed87f774a2ab4ac82ae0811ce5e6d6bd02b081098d42d4302b99314ede7.webp?q=82&s=300x300&t=crop,"수술후 재활용으로 사용했습니다
상태양호합니다",전남 해남군 해남읍,"30,000원",https://www.daangn.com/articles/68247826
자전거 헬멧,https://dnvefa72aowie.cloudfront.net/origin/article/202003/8e5f4d4fa30710b5318831e03c7e8eddcfb09b97ba457f2d784c970b89c4735d.webp?q=82&s=300x300&t=crop,자전거 헬멧 묶음 판매 해요 오셔야 돼요,전남 해남군 문내면,"20,000원",https://www.daangn.com/articles/63877386
